book,chunk_id,text,v,a,d,n_tokens,n_hits,coverage,valence_only,v01,a01,d01
Romeo and Juliet.clean,10,"to stand. I will take the wall of any man or maid of Montague's. GREGORY. That shows thee a weak slave, for the weakest goes to the wall. SAMPSON. True, and therefore women, being the weaker vessels, are ever thrust to the wall: therefore I will push Montague's men from the wall, and thrust his maids to the wall. GREGORY. The quarrel is between our masters and us their men. SAMPSON. 'Tis all one, I will show myself a tyrant: when I have fought with the men I will be civil with the maids, I will cut off their heads. GREGORY. The heads of the maids? SAMPSON.",0.001,-0.047387,0.053419,105,62,0.590476,0.001,0.5005,0.4763065,0.5267095
Romeo and Juliet.clean,11,"Montague's men from the wall, and thrust his maids to the wall. GREGORY. The quarrel is between our masters and us their men. SAMPSON. 'Tis all one, I will show myself a tyrant: when I have fought with the men I will be civil with the maids, I will cut off their heads. GREGORY. The heads of the maids? SAMPSON. Ay, the heads of the maids, or their maidenheads; take it in what sense thou wilt. GREGORY. They must take it in sense that feel it. SAMPSON. Me they shall feel while I am able to stand: and 'tis known I am a pretty piece of flesh.",0.069349,-0.053317,0.08,103,63,0.61165,0.069349,0.5346744999999999,0.47334149999999997,0.54
Romeo and Juliet.clean,12,"I will cut off their heads. GREGORY. The heads of the maids? SAMPSON. Ay, the heads of the maids, or their maidenheads; take it in what sense thou wilt. GREGORY. They must take it in sense that feel it. SAMPSON. Me they shall feel while I am able to stand: and 'tis known I am a pretty piece of flesh. GREGORY. 'Tis well thou art not fish; if thou hadst, thou hadst been poor John. Draw thy tool; here comes of the house of Montagues. Enter Abram and Balthasar. SAMPSON. My naked weapon is out: quarrel, I will back thee. GREGORY. How? Turn thy back and run? SAMPSON. Fear me not. GREGORY. No, marry; I fear thee! SAMPSON.",0.058145,-0.051188,-0.047826,115,69,0.6,0.058145,0.5290725000000001,0.474406,0.476087
Romeo and Juliet.clean,13,"of flesh. GREGORY. 'Tis well thou art not fish; if thou hadst, thou hadst been poor John. Draw thy tool; here comes of the house of Montagues. Enter Abram and Balthasar. SAMPSON. My naked weapon is out: quarrel, I will back thee. GREGORY. How? Turn thy back and run? SAMPSON. Fear me not. GREGORY. No, marry; I fear thee! SAMPSON. Let us take the law of our sides; let them begin. GREGORY. I will frown as I pass by, and let them take it as they list. SAMPSON. Nay, as they dare. I will bite my thumb at them, which is disgrace to them if they bear it. ABRAM. Do you bite your thumb at us, sir? SAMPSON.",0.015902,-0.028476,-0.015732,116,82,0.706897,0.015902,0.507951,0.485762,0.492134
Romeo and Juliet.clean,14,"thee! SAMPSON. Let us take the law of our sides; let them begin. GREGORY. I will frown as I pass by, and let them take it as they list. SAMPSON. Nay, as they dare. I will bite my thumb at them, which is disgrace to them if they bear it. ABRAM. Do you bite your thumb at us, sir? SAMPSON. I do bite my thumb, sir. ABRAM. Do you bite your thumb at us, sir? SAMPSON. Is the law of our side if I say ay? GREGORY. No. SAMPSON. No sir, I do not bite my thumb at you, sir; but I bite my thumb, sir. GREGORY. Do you quarrel, sir? ABRAM. Quarrel, sir? No, sir. SAMPSON.",0.021049,-0.035728,0.07,115,81,0.704348,0.021049,0.5105245,0.482136,0.535
Romeo and Juliet.clean,15,"us, sir? SAMPSON. I do bite my thumb, sir. ABRAM. Do you bite your thumb at us, sir? SAMPSON. Is the law of our side if I say ay? GREGORY. No. SAMPSON. No sir, I do not bite my thumb at you, sir; but I bite my thumb, sir. GREGORY. Do you quarrel, sir? ABRAM. Quarrel, sir? No, sir. SAMPSON. But if you do, sir, I am for you. I serve as good a man as you. ABRAM. No better. SAMPSON. Well, sir. Enter Benvolio. GREGORY. Say better; here comes one of my master's kinsmen. SAMPSON. Yes, better, sir. ABRAM. You lie. SAMPSON. Draw, if you be men. Gregory, remember thy washing blow. [_They fight._] BENVOLIO.",0.072926,-0.040206,0.155191,115,68,0.591304,0.072926,0.536463,0.479897,0.5775955
Romeo and Juliet.clean,16,"sir? No, sir. SAMPSON. But if you do, sir, I am for you. I serve as good a man as you. ABRAM. No better. SAMPSON. Well, sir. Enter Benvolio. GREGORY. Say better; here comes one of my master's kinsmen. SAMPSON. Yes, better, sir. ABRAM. You lie. SAMPSON. Draw, if you be men. Gregory, remember thy washing blow. [_They fight._] BENVOLIO. Part, fools! put up your swords, you know not what you do. [_Beats down their swords._] Enter Tybalt. TYBALT. What, art thou drawn among these heartless hinds? Turn thee Benvolio, look upon thy death. BENVOLIO. I do but keep the peace, put up thy sword, Or manage it to part these men with me. TYBALT.",0.077212,-0.085606,0.083424,109,66,0.605505,0.077212,0.538606,0.457197,0.541712
Romeo and Juliet.clean,17,"washing blow. [_They fight._] BENVOLIO. Part, fools! put up your swords, you know not what you do. [_Beats down their swords._] Enter Tybalt. TYBALT. What, art thou drawn among these heartless hinds? Turn thee Benvolio, look upon thy death. BENVOLIO. I do but keep the peace, put up thy sword, Or manage it to part these men with me. TYBALT. What, drawn, and talk of peace? I hate the word As I hate hell, all Montagues, and thee: Have at thee, coward. [_They fight._] Enter three or four Citizens with clubs. FIRST CITIZEN. Clubs, bills and partisans! Strike! Beat them down! Down with the Capulets! Down with the Montagues! Enter Capulet in his gown, and Lady Capulet. CAPULET.",0.003459,-0.062824,-0.010014,109,74,0.678899,0.003459,0.5017295,0.468588,0.494993
Romeo and Juliet.clean,18,"me. TYBALT. What, drawn, and talk of peace? I hate the word As I hate hell, all Montagues, and thee: Have at thee, coward. [_They fight._] Enter three or four Citizens with clubs. FIRST CITIZEN. Clubs, bills and partisans! Strike! Beat them down! Down with the Capulets! Down with the Montagues! Enter Capulet in his gown, and Lady Capulet. CAPULET. What noise is this? Give me my long sword, ho! LADY CAPULET. A crutch, a crutch! Why call you for a sword? CAPULET. My sword, I say! Old Montague is come, And flourishes his blade in spite of me. Enter Montague and his Lady Montague. MONTAGUE. Thou villain Capulet! Hold me not, let me go. LADY MONTAGUE.",-0.012147,-0.024971,-0.015471,113,68,0.60177,-0.012147,0.4939265,0.4875145,0.4922645
Romeo and Juliet.clean,19,"Lady Capulet. CAPULET. What noise is this? Give me my long sword, ho! LADY CAPULET. A crutch, a crutch! Why call you for a sword? CAPULET. My sword, I say! Old Montague is come, And flourishes his blade in spite of me. Enter Montague and his Lady Montague. MONTAGUE. Thou villain Capulet! Hold me not, let me go. LADY MONTAGUE. Thou shalt not stir one foot to seek a foe. Enter Prince Escalus, with Attendants. PRINCE. Rebellious subjects, enemies to peace, Profaners of this neighbour-stained steel,— Will they not hear? What, ho!",0.02793,0.007684,0.048298,93,57,0.612903,0.02793,0.513965,0.503842,0.524149
Romeo and Juliet.clean,20,"is come, And flourishes his blade in spite of me. Enter Montague and his Lady Montague. MONTAGUE. Thou villain Capulet! Hold me not, let me go. LADY MONTAGUE. Thou shalt not stir one foot to seek a foe. Enter Prince Escalus, with Attendants. PRINCE. Rebellious subjects, enemies to peace, Profaners of this neighbour-stained steel,— Will they not hear? What, ho! You men, you beasts, That quench the fire of your pernicious rage With purple fountains issuing from your veins, On pain of torture, from those bloody hands Throw your mistemper'd weapons to the ground And hear the sentence of your moved prince.",-0.022443,0.039729,0.062671,103,70,0.679612,-0.022443,0.4887785,0.5198645,0.5313355
Romeo and Juliet.clean,21,"Attendants. PRINCE. Rebellious subjects, enemies to peace, Profaners of this neighbour-stained steel,— Will they not hear? What, ho! You men, you beasts, That quench the fire of your pernicious rage With purple fountains issuing from your veins, On pain of torture, from those bloody hands Throw your mistemper'd weapons to the ground And hear the sentence of your moved prince. Three civil brawls, bred of an airy word, By thee, old Capulet, and Montague, Have thrice disturb'd the quiet of our streets, And made Verona's ancient citizens Cast by their grave beseeming ornaments, To wield old partisans, in hands as old, Canker'd with peace, to part your canker'd hate.",-0.016419,-0.000108,0.049338,109,74,0.678899,-0.016419,0.4917905,0.499946,0.524669
Romeo and Juliet.clean,22,"to the ground And hear the sentence of your moved prince. Three civil brawls, bred of an airy word, By thee, old Capulet, and Montague, Have thrice disturb'd the quiet of our streets, And made Verona's ancient citizens Cast by their grave beseeming ornaments, To wield old partisans, in hands as old, Canker'd with peace, to part your canker'd hate. If ever you disturb our streets again, Your lives shall pay the forfeit of the peace. For this time all the rest depart away: You, Capulet, shall go along with me, And Montague, come you this afternoon, To know our farther pleasure in this case, To old Free-town, our common judgement-place.",0.072429,-0.106545,-0.001766,109,77,0.706422,0.072429,0.5362145,0.4467275,0.499117
Romeo and Juliet.clean,23,"old, Canker'd with peace, to part your canker'd hate. If ever you disturb our streets again, Your lives shall pay the forfeit of the peace. For this time all the rest depart away: You, Capulet, shall go along with me, And Montague, come you this afternoon, To know our farther pleasure in this case, To old Free-town, our common judgement-place. Once more, on pain of death, all men depart. [_Exeunt Prince and Attendants; Capulet, Lady Capulet, Tybalt, Citizens and Servants._] MONTAGUE. Who set this ancient quarrel new abroach? Speak, nephew, were you by when it began? BENVOLIO. Here were the servants of your adversary And yours, close fighting ere I did approach.",0.032532,-0.052797,0.028848,110,79,0.718182,0.032532,0.516266,0.4736015,0.514424
Romeo and Juliet.clean,24,"this case, To old Free-town, our common judgement-place. Once more, on pain of death, all men depart. [_Exeunt Prince and Attendants; Capulet, Lady Capulet, Tybalt, Citizens and Servants._] MONTAGUE. Who set this ancient quarrel new abroach? Speak, nephew, were you by when it began? BENVOLIO. Here were the servants of your adversary And yours, close fighting ere I did approach. I drew to part them, in the instant came The fiery Tybalt, with his sword prepar'd, Which, as he breath'd defiance to my ears, He swung about his head, and cut the winds, Who nothing hurt withal, hiss'd him in scorn.",0.041493,0.021164,0.05597,102,67,0.656863,0.041493,0.5207465,0.510582,0.527985
Romeo and Juliet.clean,25,"when it began? BENVOLIO. Here were the servants of your adversary And yours, close fighting ere I did approach. I drew to part them, in the instant came The fiery Tybalt, with his sword prepar'd, Which, as he breath'd defiance to my ears, He swung about his head, and cut the winds, Who nothing hurt withal, hiss'd him in scorn. While we were interchanging thrusts and blows Came more and more, and fought on part and part, Till the Prince came, who parted either part. LADY MONTAGUE. O where is Romeo, saw you him today? Right glad I am he was not at this fray. BENVOLIO.",0.102,0.019629,0.062429,106,70,0.660377,0.102,0.551,0.5098145,0.5312145
Romeo and Juliet.clean,26,"his head, and cut the winds, Who nothing hurt withal, hiss'd him in scorn. While we were interchanging thrusts and blows Came more and more, and fought on part and part, Till the Prince came, who parted either part. LADY MONTAGUE. O where is Romeo, saw you him today? Right glad I am he was not at this fray. BENVOLIO. Madam, an hour before the worshipp'd sun Peer'd forth the golden window of the east, A troubled mind drave me to walk abroad, Where underneath the grove of sycamore That westward rooteth from this city side, So early walking did I see your son.",0.147606,-0.060085,0.010211,104,71,0.682692,0.147606,0.573803,0.46995750000000003,0.5051055
Romeo and Juliet.clean,27,"Romeo, saw you him today? Right glad I am he was not at this fray. BENVOLIO. Madam, an hour before the worshipp'd sun Peer'd forth the golden window of the east, A troubled mind drave me to walk abroad, Where underneath the grove of sycamore That westward rooteth from this city side, So early walking did I see your son. Towards him I made, but he was ware of me, And stole into the covert of the wood. I, measuring his affections by my own, Which then most sought where most might not be found, Being one too many by my weary self, Pursu'd my humour, not pursuing his, And gladly shunn'd who gladly fled from me. MONTAGUE.",0.128475,-0.0162,0.0484,117,80,0.683761,0.128475,0.5642375,0.4919,0.5242
Romeo and Juliet.clean,28,"your son. Towards him I made, but he was ware of me, And stole into the covert of the wood. I, measuring his affections by my own, Which then most sought where most might not be found, Being one too many by my weary self, Pursu'd my humour, not pursuing his, And gladly shunn'd who gladly fled from me. MONTAGUE. Many a morning hath he there been seen, With tears augmenting the fresh morning's dew, Adding to clouds more clouds with his deep sighs; But all so soon as the all-cheering sun Should in the farthest east begin to draw The shady curtains from Aurora's bed, Away from light steals home my heavy son, And private in his chamber pens himself, Shuts up his windows, locks fair daylight out And makes himself an artificial night.",0.144511,-0.042611,0.074511,133,90,0.676692,0.144511,0.5722555,0.4786945,0.5372555
Romeo and Juliet.clean,29,"Adding to clouds more clouds with his deep sighs; But all so soon as the all-cheering sun Should in the farthest east begin to draw The shady curtains from Aurora's bed, Away from light steals home my heavy son, And private in his chamber pens himself, Shuts up his windows, locks fair daylight out And makes himself an artificial night. Black and portentous must this humour prove, Unless good counsel may the cause remove. BENVOLIO. My noble uncle, do you know the cause? MONTAGUE. I neither know it nor can learn of him. BENVOLIO. Have you importun'd him by any means? MONTAGUE.",0.13153,-0.10003,0.076939,101,66,0.653465,0.13153,0.565765,0.449985,0.5384695
Romeo and Juliet.clean,30,"his chamber pens himself, Shuts up his windows, locks fair daylight out And makes himself an artificial night. Black and portentous must this humour prove, Unless good counsel may the cause remove. BENVOLIO. My noble uncle, do you know the cause? MONTAGUE. I neither know it nor can learn of him. BENVOLIO. Have you importun'd him by any means? MONTAGUE. Both by myself and many other friends; But he, his own affections' counsellor, Is to himself—I will not say how true— But to himself so secret and so close, So far from sounding and discovery, As is the bud bit with an envious worm Ere he can spread his sweet leaves to the air, Or dedicate his beauty to the sun.",0.108691,-0.102975,0.044802,115,81,0.704348,0.108691,0.5543455,0.4485125,0.522401
Romeo and Juliet.clean,31,"by myself and many other friends; But he, his own affections' counsellor, Is to himself—I will not say how true— But to himself so secret and so close, So far from sounding and discovery, As is the bud bit with an envious worm Ere he can spread his sweet leaves to the air, Or dedicate his beauty to the sun. Could we but learn from whence his sorrows grow, We would as willingly give cure as know. Enter Romeo. BENVOLIO. See, where he comes. So please you step aside; I'll know his grievance or be much denied. MONTAGUE. I would thou wert so happy by thy stay To hear true shrift.",0.166649,-0.101494,0.047545,105,77,0.733333,0.166649,0.5833245,0.449253,0.5237725
Romeo and Juliet.clean,32,"the air, Or dedicate his beauty to the sun. Could we but learn from whence his sorrows grow, We would as willingly give cure as know. Enter Romeo. BENVOLIO. See, where he comes. So please you step aside; I'll know his grievance or be much denied. MONTAGUE. I would thou wert so happy by thy stay To hear true shrift. Come, madam, let's away, [_Exeunt Montague and Lady Montague._] BENVOLIO. Good morrow, cousin. ROMEO. Is the day so young? BENVOLIO. But new struck nine. ROMEO. Ay me, sad hours seem long. Was that my father that went hence so fast? BENVOLIO. It was. What sadness lengthens Romeo's hours? ROMEO. Not having that which, having, makes them short. BENVOLIO. In love?",0.177338,-0.110042,0.012408,117,71,0.606838,0.177338,0.588669,0.444979,0.506204
Romeo and Juliet.clean,33,"Come, madam, let's away, [_Exeunt Montague and Lady Montague._] BENVOLIO. Good morrow, cousin. ROMEO. Is the day so young? BENVOLIO. But new struck nine. ROMEO. Ay me, sad hours seem long. Was that my father that went hence so fast? BENVOLIO. It was. What sadness lengthens Romeo's hours? ROMEO. Not having that which, having, makes them short. BENVOLIO. In love? ROMEO. Out. BENVOLIO. Of love? ROMEO. Out of her favour where I am in love. BENVOLIO. Alas that love so gentle in his view, Should be so tyrannous and rough in proof. ROMEO. Alas that love, whose view is muffled still, Should, without eyes, see pathways to his will! Where shall we dine? O me! What fray was here?",0.128653,-0.115153,-0.013597,114,72,0.631579,0.128653,0.5643265,0.44242349999999997,0.4932015
Romeo and Juliet.clean,34,"love? ROMEO. Out. BENVOLIO. Of love? ROMEO. Out of her favour where I am in love. BENVOLIO. Alas that love so gentle in his view, Should be so tyrannous and rough in proof. ROMEO. Alas that love, whose view is muffled still, Should, without eyes, see pathways to his will! Where shall we dine? O me! What fray was here? Yet tell me not, for I have heard it all. Here's much to do with hate, but more with love: Why, then, O brawling love! O loving hate! O anything, of nothing first create! O heavy lightness! serious vanity! Misshapen chaos of well-seeming forms! Feather of lead, bright smoke, cold fire, sick health!",0.081341,-0.010744,0.029915,109,82,0.752294,0.081341,0.5406705,0.494628,0.5149575
Romeo and Juliet.clean,35,"dine? O me! What fray was here? Yet tell me not, for I have heard it all. Here's much to do with hate, but more with love: Why, then, O brawling love! O loving hate! O anything, of nothing first create! O heavy lightness! serious vanity! Misshapen chaos of well-seeming forms! Feather of lead, bright smoke, cold fire, sick health! Still-waking sleep, that is not what it is! This love feel I, that feel no love in this. Dost thou not laugh? BENVOLIO. No coz, I rather weep. ROMEO. Good heart, at what? BENVOLIO. At thy good heart's oppression. ROMEO. Why such is love's transgression.",0.020053,0.030368,0.006816,104,76,0.730769,0.020053,0.5100265,0.515184,0.503408
Romeo and Juliet.clean,36,"vanity! Misshapen chaos of well-seeming forms! Feather of lead, bright smoke, cold fire, sick health! Still-waking sleep, that is not what it is! This love feel I, that feel no love in this. Dost thou not laugh? BENVOLIO. No coz, I rather weep. ROMEO. Good heart, at what? BENVOLIO. At thy good heart's oppression. ROMEO. Why such is love's transgression. Griefs of mine own lie heavy in my breast, Which thou wilt propagate to have it prest With more of thine. This love that thou hast shown Doth add more grief to too much of mine own.",0.033243,0.016419,-0.008973,96,74,0.770833,0.033243,0.5166215,0.5082095,0.4955135
Romeo and Juliet.clean,37,"BENVOLIO. No coz, I rather weep. ROMEO. Good heart, at what? BENVOLIO. At thy good heart's oppression. ROMEO. Why such is love's transgression. Griefs of mine own lie heavy in my breast, Which thou wilt propagate to have it prest With more of thine. This love that thou hast shown Doth add more grief to too much of mine own. Love is a smoke made with the fume of sighs; Being purg'd, a fire sparkling in lovers' eyes; Being vex'd, a sea nourish'd with lovers' tears: What is it else? A madness most discreet, A choking gall, and a preserving sweet. Farewell, my coz. [_Going._] BENVOLIO. Soft!",0.046886,0.028957,0.001743,104,70,0.673077,0.046886,0.523443,0.5144785,0.5008715
Romeo and Juliet.clean,38,"thou hast shown Doth add more grief to too much of mine own. Love is a smoke made with the fume of sighs; Being purg'd, a fire sparkling in lovers' eyes; Being vex'd, a sea nourish'd with lovers' tears: What is it else? A madness most discreet, A choking gall, and a preserving sweet. Farewell, my coz. [_Going._] BENVOLIO. Soft! I will go along: And if you leave me so, you do me wrong. ROMEO. Tut! I have lost myself; I am not here. This is not Romeo, he's some other where. BENVOLIO. Tell me in sadness who is that you love? ROMEO. What, shall I groan and tell thee? BENVOLIO. Groan! Why, no; but sadly tell me who. ROMEO.",0.010529,0.009571,-0.041457,113,70,0.619469,0.010529,0.5052645,0.5047855,0.4792715
Romeo and Juliet.clean,39,"I will go along: And if you leave me so, you do me wrong. ROMEO. Tut! I have lost myself; I am not here. This is not Romeo, he's some other where. BENVOLIO. Tell me in sadness who is that you love? ROMEO. What, shall I groan and tell thee? BENVOLIO. Groan! Why, no; but sadly tell me who. ROMEO. Bid a sick man in sadness make his will, A word ill urg'd to one that is so ill. In sadness, cousin, I do love a woman. BENVOLIO. I aim'd so near when I suppos'd you lov'd. ROMEO. A right good markman, and she's fair I love. BENVOLIO. A right fair mark, fair coz, is soonest hit. ROMEO.",0.036806,-0.059806,-0.058145,111,62,0.558559,0.036806,0.518403,0.470097,0.4709275
Romeo and Juliet.clean,40,"who. ROMEO. Bid a sick man in sadness make his will, A word ill urg'd to one that is so ill. In sadness, cousin, I do love a woman. BENVOLIO. I aim'd so near when I suppos'd you lov'd. ROMEO. A right good markman, and she's fair I love. BENVOLIO. A right fair mark, fair coz, is soonest hit. ROMEO. Well, in that hit you miss: she'll not be hit With Cupid's arrow, she hath Dian's wit; And in strong proof of chastity well arm'd, From love's weak childish bow she lives uncharm'd.",0.113,-0.091792,-0.019271,89,48,0.539326,0.113,0.5565,0.454104,0.4903645
Romeo and Juliet.clean,41,"near when I suppos'd you lov'd. ROMEO. A right good markman, and she's fair I love. BENVOLIO. A right fair mark, fair coz, is soonest hit. ROMEO. Well, in that hit you miss: she'll not be hit With Cupid's arrow, she hath Dian's wit; And in strong proof of chastity well arm'd, From love's weak childish bow she lives uncharm'd. She will not stay the siege of loving terms Nor bide th'encounter of assailing eyes, Nor ope her lap to saint-seducing gold: O she's rich in beauty, only poor That when she dies, with beauty dies her store. BENVOLIO. Then she hath sworn that she will still live chaste? ROMEO.",0.179954,-0.046123,0.045692,108,65,0.601852,0.179954,0.589977,0.4769385,0.522846
Romeo and Juliet.clean,42,"well arm'd, From love's weak childish bow she lives uncharm'd. She will not stay the siege of loving terms Nor bide th'encounter of assailing eyes, Nor ope her lap to saint-seducing gold: O she's rich in beauty, only poor That when she dies, with beauty dies her store. BENVOLIO. Then she hath sworn that she will still live chaste? ROMEO. She hath, and in that sparing makes huge waste; For beauty starv'd with her severity, Cuts beauty off from all posterity. She is too fair, too wise; wisely too fair, To merit bliss by making me despair. She hath forsworn to love, and in that vow Do I live dead, that live to tell it now. BENVOLIO.",0.140688,-0.026875,0.041088,115,80,0.695652,0.140688,0.570344,0.4865625,0.520544
