book,chunk_id,text,v,a,d,n_tokens,n_hits,coverage,valence_only,v01,a01,d01
Frankenstein.clean,16,"disappointment. But just at that time I inherited the fortune of my cousin, and my thoughts were turned into the channel of their earlier bent. Six years have passed since I resolved on my present undertaking. I can, even now, remember the hour from which I dedicated myself to this great enterprise. I commenced by inuring my body to hardship. I accompanied the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold, famine, thirst, and want of sleep; I often worked harder than the common sailors during the day and devoted my nights to the study of mathematics, the theory of medicine, and those branches of physical science from which a naval adventurer might derive the greatest practical advantage.",0.144365,-0.082541,0.092635,121,85,0.702479,0.144365,0.5721825,0.4587295,0.5463175
Frankenstein.clean,17,"the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold, famine, thirst, and want of sleep; I often worked harder than the common sailors during the day and devoted my nights to the study of mathematics, the theory of medicine, and those branches of physical science from which a naval adventurer might derive the greatest practical advantage. Twice I actually hired myself as an under-mate in a Greenland whaler, and acquitted myself to admiration. I must own I felt a little proud when my captain offered me the second dignity in the vessel and entreated me to remain with the greatest earnestness, so valuable did he consider my services.",0.194714,-0.062156,0.154455,113,77,0.681416,0.194714,0.597357,0.468922,0.5772275
Frankenstein.clean,18,"naval adventurer might derive the greatest practical advantage. Twice I actually hired myself as an under-mate in a Greenland whaler, and acquitted myself to admiration. I must own I felt a little proud when my captain offered me the second dignity in the vessel and entreated me to remain with the greatest earnestness, so valuable did he consider my services. And now, dear Margaret, do I not deserve to accomplish some great purpose? My life might have been passed in ease and luxury, but I preferred glory to every enticement that wealth placed in my path. Oh, that some encouraging voice would answer in the affirmative!",0.284397,0.015849,0.261603,105,73,0.695238,0.284397,0.6421985,0.5079245,0.6308015
Frankenstein.clean,19,"me to remain with the greatest earnestness, so valuable did he consider my services. And now, dear Margaret, do I not deserve to accomplish some great purpose? My life might have been passed in ease and luxury, but I preferred glory to every enticement that wealth placed in my path. Oh, that some encouraging voice would answer in the affirmative! My courage and my resolution is firm; but my hopes fluctuate, and my spirits are often depressed. I am about to proceed on a long and difficult voyage, the emergencies of which will demand all my fortitude: I am required not only to raise the spirits of others, but sometimes to sustain my own, when theirs are failing.",0.162488,0.05931,0.175643,116,84,0.724138,0.162488,0.581244,0.529655,0.5878215
Frankenstein.clean,20,"the affirmative! My courage and my resolution is firm; but my hopes fluctuate, and my spirits are often depressed. I am about to proceed on a long and difficult voyage, the emergencies of which will demand all my fortitude: I am required not only to raise the spirits of others, but sometimes to sustain my own, when theirs are failing. This is the most favourable period for travelling in Russia. They fly quickly over the snow in their sledges; the motion is pleasant, and, in my opinion, far more agreeable than that of an English stagecoach.",0.098537,0.067522,0.11091,93,67,0.72043,0.098537,0.5492685,0.533761,0.555455
Frankenstein.clean,21,"all my fortitude: I am required not only to raise the spirits of others, but sometimes to sustain my own, when theirs are failing. This is the most favourable period for travelling in Russia. They fly quickly over the snow in their sledges; the motion is pleasant, and, in my opinion, far more agreeable than that of an English stagecoach. The cold is not excessive, if you are wrapped in furs—a dress which I have already adopted, for there is a great difference between walking the deck and remaining seated motionless for hours, when no exercise prevents the blood from actually freezing in your veins. I have no ambition to lose my life on the post-road between St.",0.097117,-0.006974,0.071052,117,77,0.65812,0.097117,0.5485585,0.496513,0.535526
Frankenstein.clean,22,"English stagecoach. The cold is not excessive, if you are wrapped in furs—a dress which I have already adopted, for there is a great difference between walking the deck and remaining seated motionless for hours, when no exercise prevents the blood from actually freezing in your veins. I have no ambition to lose my life on the post-road between St. Petersburgh and Archangel. I shall depart for the latter town in a fortnight or three weeks; and my intention is to hire a ship there, which can easily be done by paying the insurance for the owner, and to engage as many sailors as I think necessary among those who are accustomed to the whale-fishing.",0.124333,-0.081987,0.031973,113,75,0.663717,0.124333,0.5621665,0.4590065,0.5159865
Frankenstein.clean,23,"on the post-road between St. Petersburgh and Archangel. I shall depart for the latter town in a fortnight or three weeks; and my intention is to hire a ship there, which can easily be done by paying the insurance for the owner, and to engage as many sailors as I think necessary among those who are accustomed to the whale-fishing. I do not intend to sail until the month of June; and when shall I return? Ah, dear sister, how can I answer this question? If I succeed, many, many months, perhaps years, will pass before you and I may meet. If I fail, you will see me again soon, or never. Farewell, my dear, excellent Margaret.",0.170447,-0.125487,0.033118,114,76,0.666667,0.170447,0.5852235,0.4372565,0.516559
Frankenstein.clean,24,"to the whale-fishing. I do not intend to sail until the month of June; and when shall I return? Ah, dear sister, how can I answer this question? If I succeed, many, many months, perhaps years, will pass before you and I may meet. If I fail, you will see me again soon, or never. Farewell, my dear, excellent Margaret. Heaven shower down blessings on you, and save me, that I may again and again testify my gratitude for all your love and kindness. Your affectionate brother, R. Walton Letter 2 _To Mrs. Saville, England._ Archangel, 28th March, 17—. How slowly the time passes here, encompassed as I am by frost and snow!",0.195,-0.133514,0.023973,110,74,0.672727,0.195,0.5975,0.433243,0.5119865
Frankenstein.clean,25,"or never. Farewell, my dear, excellent Margaret. Heaven shower down blessings on you, and save me, that I may again and again testify my gratitude for all your love and kindness. Your affectionate brother, R. Walton Letter 2 _To Mrs. Saville, England._ Archangel, 28th March, 17—. How slowly the time passes here, encompassed as I am by frost and snow! Yet a second step is taken towards my enterprise. I have hired a vessel and am occupied in collecting my sailors; those whom I have already engaged appear to be men on whom I can depend and are certainly possessed of dauntless courage.",0.190352,-0.060127,0.073268,100,71,0.71,0.190352,0.595176,0.4699365,0.536634
Frankenstein.clean,26,"28th March, 17—. How slowly the time passes here, encompassed as I am by frost and snow! Yet a second step is taken towards my enterprise. I have hired a vessel and am occupied in collecting my sailors; those whom I have already engaged appear to be men on whom I can depend and are certainly possessed of dauntless courage. But I have one want which I have never yet been able to satisfy, and the absence of the object of which I now feel as a most severe evil, I have no friend, Margaret: when I am glowing with the enthusiasm of success, there will be none to participate my joy; if I am assailed by disappointment, no one will endeavour to sustain me in dejection.",0.083267,-0.029611,0.083956,126,90,0.714286,0.083267,0.5416335,0.4851945,0.541978
Frankenstein.clean,27,"have never yet been able to satisfy, and the absence of the object of which I now feel as a most severe evil, I have no friend, Margaret: when I am glowing with the enthusiasm of success, there will be none to participate my joy; if I am assailed by disappointment, no one will endeavour to sustain me in dejection. I shall commit my thoughts to paper, it is true; but that is a poor medium for the communication of feeling. I desire the company of a man who could sympathise with me, whose eyes would reply to mine. You may deem me romantic, my dear sister, but I bitterly feel the want of a friend.",0.120838,-0.073337,0.066487,112,80,0.714286,0.120838,0.560419,0.4633315,0.5332435
Frankenstein.clean,28,"sustain me in dejection. I shall commit my thoughts to paper, it is true; but that is a poor medium for the communication of feeling. I desire the company of a man who could sympathise with me, whose eyes would reply to mine. You may deem me romantic, my dear sister, but I bitterly feel the want of a friend. I have no one near me, gentle yet courageous, possessed of a cultivated as well as of a capacious mind, whose tastes are like my own, to approve or amend my plans. How would such a friend repair the faults of your poor brother! I am too ardent in execution and too impatient of difficulties.",0.147308,-0.106487,0.025359,107,78,0.728972,0.147308,0.573654,0.4467565,0.5126795
Frankenstein.clean,29,"the want of a friend. I have no one near me, gentle yet courageous, possessed of a cultivated as well as of a capacious mind, whose tastes are like my own, to approve or amend my plans. How would such a friend repair the faults of your poor brother! I am too ardent in execution and too impatient of difficulties. But it is a still greater evil to me that I am self-educated: for the first fourteen years of my life I ran wild on a common and read nothing but our Uncle Thomas' books of voyages.",0.113368,-0.080618,0.056721,92,68,0.73913,0.113368,0.556684,0.459691,0.5283605
Frankenstein.clean,30,How would such a friend repair the faults of your poor brother! I am too ardent in execution and too impatient of difficulties. But it is a still greater evil to me that I am self-educated: for the first fourteen years of my life I ran wild on a common and read nothing but our Uncle Thomas' books of voyages. At that age I became acquainted with the celebrated poets of our own country; but it was only when it had ceased to be in my power to derive its most important benefits from such a conviction that I perceived the necessity of becoming acquainted with more languages than that of my native country.,0.092402,-0.061939,0.094476,109,82,0.752294,0.092402,0.546201,0.4690305,0.547238
Frankenstein.clean,31,our Uncle Thomas' books of voyages. At that age I became acquainted with the celebrated poets of our own country; but it was only when it had ceased to be in my power to derive its most important benefits from such a conviction that I perceived the necessity of becoming acquainted with more languages than that of my native country. Now I am twenty-eight and am in reality more illiterate than many schoolboys of fifteen.,0.127712,-0.110654,0.0995,71,52,0.732394,0.127712,0.563856,0.444673,0.54975
Frankenstein.clean,32,"poets of our own country; but it was only when it had ceased to be in my power to derive its most important benefits from such a conviction that I perceived the necessity of becoming acquainted with more languages than that of my native country. Now I am twenty-eight and am in reality more illiterate than many schoolboys of fifteen. It is true that I have thought more and that my daydreams are more extended and magnificent, but they want (as the painters call it) _keeping;_ and I greatly need a friend who would have sense enough not to despise me as romantic, and affection enough for me to endeavour to regulate my mind.",0.170793,-0.074049,0.10628,110,82,0.745455,0.170793,0.5853965,0.4629755,0.55314
Frankenstein.clean,33,"illiterate than many schoolboys of fifteen. It is true that I have thought more and that my daydreams are more extended and magnificent, but they want (as the painters call it) _keeping;_ and I greatly need a friend who would have sense enough not to despise me as romantic, and affection enough for me to endeavour to regulate my mind. Well, these are useless complaints; I shall certainly find no friend on the wide ocean, nor even here in Archangel, among merchants and seamen. Yet some feelings, unallied to the dross of human nature, beat even in these rugged bosoms.",0.149343,-0.068269,0.076866,98,67,0.683673,0.149343,0.5746715,0.4658655,0.538433
Frankenstein.clean,34,"have sense enough not to despise me as romantic, and affection enough for me to endeavour to regulate my mind. Well, these are useless complaints; I shall certainly find no friend on the wide ocean, nor even here in Archangel, among merchants and seamen. Yet some feelings, unallied to the dross of human nature, beat even in these rugged bosoms. My lieutenant, for instance, is a man of wonderful courage and enterprise; he is madly desirous of glory, or rather, to word my phrase more characteristically, of advancement in his profession. He is an Englishman, and in the midst of national and professional prejudices, unsoftened by cultivation, retains some of the noblest endowments of humanity.",0.164403,-0.039766,0.121338,113,77,0.681416,0.164403,0.5822015,0.480117,0.560669
Frankenstein.clean,35,"even in these rugged bosoms. My lieutenant, for instance, is a man of wonderful courage and enterprise; he is madly desirous of glory, or rather, to word my phrase more characteristically, of advancement in his profession. He is an Englishman, and in the midst of national and professional prejudices, unsoftened by cultivation, retains some of the noblest endowments of humanity. I first became acquainted with him on board a whale vessel; finding that he was unemployed in this city, I easily engaged him to assist in my enterprise. The master is a person of an excellent disposition and is remarkable in the ship for his gentleness and the mildness of his discipline.",0.232779,-0.028545,0.173325,109,77,0.706422,0.232779,0.6163895,0.4857275,0.5866625
Frankenstein.clean,36,"retains some of the noblest endowments of humanity. I first became acquainted with him on board a whale vessel; finding that he was unemployed in this city, I easily engaged him to assist in my enterprise. The master is a person of an excellent disposition and is remarkable in the ship for his gentleness and the mildness of his discipline. This circumstance, added to his well-known integrity and dauntless courage, made me very desirous to engage him.",0.254643,0.005446,0.166518,75,56,0.746667,0.254643,0.6273215,0.502723,0.583259
Frankenstein.clean,37,"whale vessel; finding that he was unemployed in this city, I easily engaged him to assist in my enterprise. The master is a person of an excellent disposition and is remarkable in the ship for his gentleness and the mildness of his discipline. This circumstance, added to his well-known integrity and dauntless courage, made me very desirous to engage him. A youth passed in solitude, my best years spent under your gentle and feminine fosterage, has so refined the groundwork of my character that I cannot overcome an intense distaste to the usual brutality exercised on board ship: I have never believed it to be necessary, and when I heard of a mariner equally noted for his kindliness of heart and the respect and obedience paid to him by his crew, I felt myself peculiarly fortunate in being able to secure his services.",0.225931,-0.041386,0.13598,139,101,0.726619,0.225931,0.6129655,0.479307,0.56799
Frankenstein.clean,38,"that I cannot overcome an intense distaste to the usual brutality exercised on board ship: I have never believed it to be necessary, and when I heard of a mariner equally noted for his kindliness of heart and the respect and obedience paid to him by his crew, I felt myself peculiarly fortunate in being able to secure his services. I heard of him first in rather a romantic manner, from a lady who owes to him the happiness of her life. This, briefly, is his story. Some years ago he loved a young Russian lady of moderate fortune, and having amassed a considerable sum in prize-money, the father of the girl consented to the match.",0.219579,-0.059132,0.122895,112,76,0.678571,0.219579,0.6097895,0.470434,0.5614475
Frankenstein.clean,39,"to secure his services. I heard of him first in rather a romantic manner, from a lady who owes to him the happiness of her life. This, briefly, is his story. Some years ago he loved a young Russian lady of moderate fortune, and having amassed a considerable sum in prize-money, the father of the girl consented to the match. He saw his mistress once before the destined ceremony; but she was bathed in tears, and throwing herself at his feet, entreated him to spare her, confessing at the same time that she loved another, but that he was poor, and that her father would never consent to the union.",0.186471,-0.094514,0.092814,105,70,0.666667,0.186471,0.5932355,0.452743,0.546407
Frankenstein.clean,40,"prize-money, the father of the girl consented to the match. He saw his mistress once before the destined ceremony; but she was bathed in tears, and throwing herself at his feet, entreated him to spare her, confessing at the same time that she loved another, but that he was poor, and that her father would never consent to the union. My generous friend reassured the suppliant, and on being informed of the name of her lover, instantly abandoned his pursuit.",0.129115,-0.09,0.041962,76,52,0.684211,0.129115,0.5645575,0.455,0.520981
Frankenstein.clean,41,"she was bathed in tears, and throwing herself at his feet, entreated him to spare her, confessing at the same time that she loved another, but that he was poor, and that her father would never consent to the union. My generous friend reassured the suppliant, and on being informed of the name of her lover, instantly abandoned his pursuit. He had already bought a farm with his money, on which he had designed to pass the remainder of his life; but he bestowed the whole on his rival, together with the remains of his prize-money to purchase stock, and then himself solicited the young woman's father to consent to her marriage with her lover.",0.158934,-0.074368,0.065382,109,76,0.697248,0.158934,0.579467,0.462816,0.532691
Frankenstein.clean,42,"lover, instantly abandoned his pursuit. He had already bought a farm with his money, on which he had designed to pass the remainder of his life; but he bestowed the whole on his rival, together with the remains of his prize-money to purchase stock, and then himself solicited the young woman's father to consent to her marriage with her lover. But the old man decidedly refused, thinking himself bound in honour to my friend, who, when he found the father inexorable, quitted his country, nor returned until he heard that his former mistress was married according to her inclinations. ""What a noble fellow!"" you will exclaim.",0.183775,-0.010606,0.137577,102,71,0.696078,0.183775,0.5918875,0.494697,0.5687885
Frankenstein.clean,43,"himself solicited the young woman's father to consent to her marriage with her lover. But the old man decidedly refused, thinking himself bound in honour to my friend, who, when he found the father inexorable, quitted his country, nor returned until he heard that his former mistress was married according to her inclinations. ""What a noble fellow!"" you will exclaim. He is so; but then he is wholly uneducated: he is as silent as a Turk, and a kind of ignorant carelessness attends him, which, while it renders his conduct the more astonishing, detracts from the interest and sympathy which otherwise he would command.",0.143729,-0.0215,0.139686,100,70,0.7,0.143729,0.5718645,0.48925,0.569843
Frankenstein.clean,44,"his former mistress was married according to her inclinations. ""What a noble fellow!"" you will exclaim. He is so; but then he is wholly uneducated: he is as silent as a Turk, and a kind of ignorant carelessness attends him, which, while it renders his conduct the more astonishing, detracts from the interest and sympathy which otherwise he would command. Yet do not suppose, because I complain a little or because I can conceive a consolation for my toils which I may never know, that I am wavering in my resolutions. Those are as fixed as fate, and my voyage is only now delayed until the weather shall permit my embarkation.",0.100545,-0.03826,0.053455,107,77,0.719626,0.100545,0.5502724999999999,0.48087,0.5267275
Frankenstein.clean,45,"the interest and sympathy which otherwise he would command. Yet do not suppose, because I complain a little or because I can conceive a consolation for my toils which I may never know, that I am wavering in my resolutions. Those are as fixed as fate, and my voyage is only now delayed until the weather shall permit my embarkation. The winter has been dreadfully severe, but the spring promises well, and it is considered as a remarkably early season, so that perhaps I may sail sooner than I expected. I shall do nothing rashly: you know me sufficiently to confide in my prudence and considerateness whenever the safety of others is committed to my care.",0.131595,-0.055987,0.006051,112,79,0.705357,0.131595,0.5657975,0.4720065,0.5030255
Frankenstein.clean,46,"shall permit my embarkation. The winter has been dreadfully severe, but the spring promises well, and it is considered as a remarkably early season, so that perhaps I may sail sooner than I expected. I shall do nothing rashly: you know me sufficiently to confide in my prudence and considerateness whenever the safety of others is committed to my care. I cannot describe to you my sensations on the near prospect of my undertaking. It is impossible to communicate to you a conception of the trembling sensation, half pleasurable and half fearful, with which I am preparing to depart.",0.140701,-0.050149,0.003866,96,67,0.697917,0.140701,0.5703505,0.4749255,0.501933
Frankenstein.clean,47,"you know me sufficiently to confide in my prudence and considerateness whenever the safety of others is committed to my care. I cannot describe to you my sensations on the near prospect of my undertaking. It is impossible to communicate to you a conception of the trembling sensation, half pleasurable and half fearful, with which I am preparing to depart. I am going to unexplored regions, to ""the land of mist and snow,"" but I shall kill no albatross; therefore do not be alarmed for my safety or if I should come back to you as worn and woeful as the ""Ancient Mariner."" You will smile at my allusion, but I will disclose a secret.",0.066025,-0.0414,0.03105,111,80,0.720721,0.066025,0.5330125,0.4793,0.515525
Frankenstein.clean,48,"I am preparing to depart. I am going to unexplored regions, to ""the land of mist and snow,"" but I shall kill no albatross; therefore do not be alarmed for my safety or if I should come back to you as worn and woeful as the ""Ancient Mariner."" You will smile at my allusion, but I will disclose a secret. I have often attributed my attachment to, my passionate enthusiasm for, the dangerous mysteries of ocean to that production of the most imaginative of modern poets. There is something at work in my soul which I do not understand.",0.086582,-0.032582,0.068328,93,67,0.72043,0.086582,0.543291,0.483709,0.534164
Frankenstein.clean,49,"you as worn and woeful as the ""Ancient Mariner."" You will smile at my allusion, but I will disclose a secret. I have often attributed my attachment to, my passionate enthusiasm for, the dangerous mysteries of ocean to that production of the most imaginative of modern poets. There is something at work in my soul which I do not understand. I am practically industrious—painstaking, a workman to execute with perseverance and labour—but besides this there is a love for the marvellous, a belief in the marvellous, intertwined in all my projects, which hurries me out of the common pathways of men, even to the wild sea and unvisited regions I am about to explore. But to return to dearer considerations.",0.141558,-0.01374,0.102688,113,77,0.681416,0.141558,0.570779,0.49313,0.5513440000000001
Frankenstein.clean,50,"I am practically industrious—painstaking, a workman to execute with perseverance and labour—but besides this there is a love for the marvellous, a belief in the marvellous, intertwined in all my projects, which hurries me out of the common pathways of men, even to the wild sea and unvisited regions I am about to explore. But to return to dearer considerations. Shall I meet you again, after having traversed immense seas, and returned by the most southern cape of Africa or America? I dare not expect such success, yet I cannot bear to look on the reverse of the picture.",0.1157,0.010267,0.094817,94,60,0.638298,0.1157,0.55785,0.5051335,0.5474085
Frankenstein.clean,51,"of men, even to the wild sea and unvisited regions I am about to explore. But to return to dearer considerations. Shall I meet you again, after having traversed immense seas, and returned by the most southern cape of Africa or America? I dare not expect such success, yet I cannot bear to look on the reverse of the picture. Continue for the present to write to me by every opportunity: I may receive your letters on some occasions when I need them most to support my spirits. I love you very tenderly. Remember me with affection, should you never hear from me again. Your affectionate brother, Robert Walton Letter 3 _To Mrs. Saville, England._ July 7th, 17—.",0.166944,-0.026803,0.055423,110,71,0.645455,0.166944,0.583472,0.4865985,0.5277115
Frankenstein.clean,52,"the picture. Continue for the present to write to me by every opportunity: I may receive your letters on some occasions when I need them most to support my spirits. I love you very tenderly. Remember me with affection, should you never hear from me again. Your affectionate brother, Robert Walton Letter 3 _To Mrs. Saville, England._ July 7th, 17—. My dear Sister, I write a few lines in haste to say that I am safe—and well advanced on my voyage. This letter will reach England by a merchantman now on its homeward voyage from Archangel; more fortunate than I, who may not see my native land, perhaps, for many years.",0.282375,-0.070694,0.068361,106,72,0.679245,0.282375,0.6411875,0.464653,0.5341805
Frankenstein.clean,53,"Letter 3 _To Mrs. Saville, England._ July 7th, 17—. My dear Sister, I write a few lines in haste to say that I am safe—and well advanced on my voyage. This letter will reach England by a merchantman now on its homeward voyage from Archangel; more fortunate than I, who may not see my native land, perhaps, for many years. I am, however, in good spirits: my men are bold and apparently firm of purpose, nor do the floating sheets of ice that continually pass us, indicating the dangers of the region towards which we are advancing, appear to dismay them.",0.201074,-0.062559,0.100926,98,68,0.693878,0.201074,0.600537,0.4687205,0.550463
